FACID,FACNAME,FAC_TYPE_CODE,FAC_FDR,LTC,CAPACITY,ADDRESS,CITY,ZIP,ZIP9,FACADMIN,CONTACT_EMAIL,CONTACT_FAX,CONTACT_PHONE_NUMBER,COUNTY_CODE,COUNTY_NAME,DISTRICT_NUMBER,DISTRICT_NAME,ISFACMAIN,LICENSE_NUMBER,BUSINESS_NAME,INITIAL_LICENSE_DATE,LICENSE_EFFECTIVE_DATE,LICENSE_EXPIRATION_DATE,ENTITY_TYPE_DESCRIPTION,LATITUDE,LONGITUDE,LOCATION,OSHPD_ID,STREETNUM,STREETNAME,CCHLO_CODE,CCLHO_NAME,FIPS_COUNTY_CODE,TRAUMA_PED_CTR,TRAUMA_CTR
950000084,PILGRIM PLACE HEALTH SERVICES CENTER,SNF,SKILLED NURSING FACILITY,LTC,62,721 HARRISON AVE,CLAREMONT,91711,4539,"RODAS, RICHARD",MPORTER@PILGRIMPLACE.ORG,(909) 399-5556,(909) 399-5500,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000084,PILGRIM PLACE IN CLAREMONT,23-Aug-51,30-Nov-16,29-Nov-17,NONPROFIT CORP,34.098644,-117.726716,"(34.098644,-117.726716)",206190617,721,HARRISON AVE,19,LOS ANGELES,37,,
940000093,ARTESIA CHRISTIAN HOME INC.,SNF,SKILLED NURSING FACILITY,LTC,66,11614 183RD ST,ARTESIA,90701,5506,"VANDER LEY, ELROY",ELROYV@ACHOME.ORG,(562) 865-4153,(562) 865-5218,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000136,ARTESIA CHRISTIAN HOME INC,1-Jan-59,1-Dec-16,30-Nov-17,NONPROFIT CORP,33.86476,-118.085941,"(33.86476,-118.085941)",206190618,11614,183RD ST,19,LOS ANGELES,37,,
910000069,PLAYA DEL REY CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,7716 W MANCHESTER AVE,PLAYA DEL REY,90293,8408,"MAZZEO, TONI  L",1573ADM01@SUNH.COM,(310) 822-1260,(310) 823-4694,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000089,"SUNBRIDGE HALLMARK HEALTH SERVICES, INC.",21-Jan-66,2-Nov-16,1-Nov-17,PROFIT CORP,33.959687,-118.43145,"(33.959687,-118.43145)",206190623,7716,W MANCHESTER AVE,19,LOS ANGELES,37,,
950000041,POMONA VISTA CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,59,651 N MAIN ST,POMONA,91768,3110,"PETERSON, TANNER",ADMIN.CVP@MPOWERCOM.NET,(909) 455-0133,(909) 623-2481,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000085,"MJB PARTNERS, LLC",9-Nov-70,30-Nov-16,29-Nov-17,LIMITED LIABILITY COMPANY,34.06396,-117.752551,"(34.06396,-117.752551)",206190626,651,N MAIN ST,19,LOS ANGELES,37,,
950000040,COUNTRY OAKS CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,81,215 W PEARL ST,POMONA,91768,3114,"PETERSON, TANNER",ADMIN.CVP@MPOWERCOM.NET,(909) 992-3579,(909) 622-1067,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000086,"COUNTRY OAKS PARTNERS, LLC",18-Jun-64,5-Nov-16,4-Nov-17,LIMITED LIABILITY COMPANY,34.0649,-117.752801,"(34.0649,-117.752801)",206190627,215,W PEARL ST,19,LOS ANGELES,37,,
940000024,NORWALK SKILLED NURSING & WELLNESS CENTRE,SNF,SKILLED NURSING FACILITY,LTC,99,11510 IMPERIAL HWY,NORWALK,90650,2801,"PAVER, PHILLIS",JOHNMALLEY5551@HOTMAIL.COM,(562) 868-3552,(562) 868-6791,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000141,"NORWALK SKILLED NURSING & WELLNESS CENTRE, LLC",25-Feb-70,29-Nov-16,28-Nov-17,LIMITED LIABILITY COMPANY,33.91657,-118.087791,"(33.91657,-118.087791)",206190634,11510,IMPERIAL HWY,19,LOS ANGELES,37,,
910000023,WINDSOR CARE CENTER OF CHEVIOT HILLS,SNF,SKILLED NURSING FACILITY,LTC,99,3533 MOTOR AVE,LOS ANGELES,90034,4806,"TURK, STEVEN",RDHARWADKHAR@WINDSORCARES.COM,(310) 558-9244,(310) 836-8900,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000090,"WINDSOR CHEVIOT HILLS, LLC",19-Mar-71,23-Feb-17,22-Feb-18,LIMITED LIABILITY COMPANY,34.02576,-118.408411,"(34.02576,-118.408411)",206190637,3533,MOTOR AVE,19,LOS ANGELES,37,,
920000019,ROYAL PALMS POST ACUTE,SNF,SKILLED NURSING FACILITY,LTC,140,630 W BROADWAY,GLENDALE,91204,1008,"TER OGANESYAN, LUCY",,(818) 247-3611,(818) 247-3395,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000054,"ROYAL PALMS POST ACUTE, LLC",,22-Jun-17,21-Dec-17,LIMITED LIABILITY COMPANY,34.14631,-118.267861,"(34.14631,-118.267861)",206190639,630,W BROADWAY,19,LOS ANGELES,37,,
920000063,NORTHRIDGE CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,97,7836 RESEDA BLVD,RESEDA,91335,1902,"VELAZQUEZ, AMY",NONE@DHS.CA.GOV,(818) 774-2256,(818) 881-7414,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000055,"NORTHRIDGE CARE CENTER, INC.",13-Aug-70,1-May-17,30-Apr-18,PROFIT CORP,34.21296,-118.535531,"(34.21296,-118.535531)",206190643,7836,RESEDA BLVD,19,LOS ANGELES,37,,
920000064,PARKWEST HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,98,6740 WILBUR AVE,RESEDA,91335,5179,"LAURITZEN, IVAN V",PARKWEST@LINKLINE.COM,(818) 708-3551,(818) 708-3533,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000056,"PARKWEST REHABILITATION CENTER, LLC",13-Nov-68,31-Dec-16,30-Dec-17,LIMITED LIABILITY COMPANY,34.19287,-118.544441,"(34.19287,-118.544441)",206190644,6740,WILBUR AVE,19,LOS ANGELES,37,,
970000188,"PASADENA CARE CENTER, LLC",SNF,SKILLED NURSING FACILITY,LTC,99,1640 N FAIR OAKS AVE,PASADENA,91103,1615,"THOMAS-BLAND, SHANNON",NONE@DHS.CA.GOV,(626) 773-3383,(626) 773-7969,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,970000090,"PASADENA CARE CENTER, LLC",19-Jan-71,16-Sep-17,15-Sep-18,LIMITED LIABILITY COMPANY,34.17409,-118.150683,"(34.17409,-118.150683)",206190645,1640,N FAIR OAKS AVE,63,PASADENA,37,,
920000088,RINALDI CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,99,16553 RINALDI ST,GRANADA HILLS,91344,3762,"KEAWEKANE, SCOTT",RINALDICONV@YAHOO.COM,(818) 363-8913,(818) 360-1003,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000057,"KF RINALDI, LLC",,12-Nov-16,11-Nov-17,LIMITED LIABILITY COMPANY,34.2799,-118.492931,"(34.2799,-118.492931)",206190649,16553,RINALDI ST,19,LOS ANGELES,37,,
940000094,RIO HONDO SUBACUTE & NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,200,273 E BEVERLY BLVD,MONTEBELLO,90640,3775,"ENRIQUEZ, ALICE",ARIOHONDO@SKILLEDHEALTHCARE.COM,(323) 724-2183,(323) 724-5100,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000143,"RIO HONDO SUBACUTE & NURSING CENTER, LLC",18-Feb-69,1-Dec-16,30-Nov-17,LIMITED LIABILITY COMPANY,34.01377,-118.094191,"(34.01377,-118.094191)",206190650,273,E BEVERLY BLVD,19,LOS ANGELES,37,,
960000949,"GLENRIDGE CENTER, #140",ICFDD,INTERMEDIATE CARE FACILITY-DD/H/N,LTC,116,611 S CENTRAL AVE,GLENDALE,91204,2008,"CROWDER, LAWRENCE",,(818) 637-2151,(818) 637-7727,200,LOS ANGELES,96,LOS ANGELES COUNTY EAST,Y,960000516,"RSCR CALIFORNIA, INC.",9-Jun-65,1-Nov-16,31-Oct-17,PROFIT CORP,34.13832,-118.258251,"(34.13832,-118.258251)",206190652,611,S CENTRAL AVE,19,LOS ANGELES,37,,
920000008,SHERMAN VILLAGE HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,108,12750 RIVERSIDE DR,VALLEY VILLAGE,91607,3319,"LOWERY, BRENNAN",NONE@DHS.CA.GOV,(818) 766-9534,(818) 766-6105,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000059,COLDWATER CARE CENTER LLC,2-Dec-69,16-Apr-17,15-Apr-18,LIMITED LIABILITY COMPANY,34.15727,-118.411041,"(34.15727,-118.411041)",206190653,12750,RIVERSIDE DR,19,LOS ANGELES,37,,
940000095,RIVIERA HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,154,8203 TELEGRAPH RD,PICO RIVERA,90660,4905,"VICTOR, AARON M",NPERVAIZ@RIVIERAHEALTHCARECENTER.COM,(562) 928-5033,(562) 806-2576,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000144,"RIVIERA NURSING & CONVALESCENT HOME, INC.",29-Jun-66,1-Dec-16,30-Nov-17,PROFIT CORP,33.967,-118.115111,"(33.967,-118.115111)",206190656,8203,TELEGRAPH RD,19,LOS ANGELES,37,,
950000013,THE ROWLAND,SNF,SKILLED NURSING FACILITY,LTC,126,330 W ROWLAND ST,COVINA,91723,2941,"KALOMAS, ANTHONY",TKALOMAS@AOL.COM,(626) 332-3781,(626) 967-2741,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000089,ROWLAND CONVALESCENT HOSPITAL INC.,6-Nov-69,3-Jan-17,2-Jan-18,PROFIT CORP,34.07836,-117.895061,"(34.07836,-117.895061)",206190662,330,W ROWLAND ST,19,LOS ANGELES,37,,
940000096,ROYAL CARE SKILLED NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,98,2725 PACIFIC AVE,LONG BEACH,90806,2612,"BRODSKY, MAXIM",NONEAVAIL@BLE.COM,(562) 424-1833,(562) 427-7493,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000145,"COVENANT CARE CALIFORNIA, LLC",5-Jun-74,1-Nov-16,31-Oct-17,LIMITED LIABILITY COMPANY,33.80663,-118.194051,"(33.80663,-118.194051)",206190663,2725,PACIFIC AVE,62,LONG BEACH,37,,
920000020,GLENDALE POST ACUTE CENTER,SNF,SKILLED NURSING FACILITY,LTC,136,250 N VERDUGO RD,GLENDALE,91206,3930,"RODRIGUEZ, CATHERINE",NONE@DHS.CA.GOV,(818) 246-1149,(818) 244-1133,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000061,"LAC VERDUGO OPERATIONS, LLC",5-Dec-66,28-Jan-17,27-Jul-17,LIMITED LIABILITY COMPANY,34.14977,-118.235551,"(34.14977,-118.235551)",206190665,250,N VERDUGO RD,19,LOS ANGELES,37,,
910000071,ROYALWOOD CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,110,22520 MAPLE AVE,TORRANCE,90505,2705,"PERALEZ, JON D",AROYALWOOD@SKILLEDHC.COM,(310) 539-6377,(310) 326-9131,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000092,"ROYALWOOD CARE CENTER,  LLC",21-Jun-65,15-Nov-16,14-Nov-17,LIMITED LIABILITY COMPANY,33.82292,-118.339591,"(33.82292,-118.339591)",206190666,22520,MAPLE AVE,19,LOS ANGELES,37,,
970000037,"FLOWER VILLA, INC.",SNF,SKILLED NURSING FACILITY,LTC,41,1480 S LA CIENEGA BLVD,LOS ANGELES,90035,3715,"NDIYOB, TED",BRIERWOODTERRAC@AOL.COM,(310) 652-0329,(310) 652-3030,200,LOS ANGELES,94,LOS ANGELES EAST,Y,970000019,"FLOWER VILLA, INC.",7-Mar-55,15-Nov-16,14-Nov-17,PROFIT CORP,34.0509,-118.375881,"(34.0509,-118.375881)",206190667,1480,S LA CIENEGA BLVD,19,LOS ANGELES,37,,
950000012,ARBOR GLEN CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,96,1033 E ARROW HWY,GLENDORA,91740,6110,"BALTAZAR, EILEEN",PHOBBS@ENSIGN.NET,(626) 914-7566,(626) 963-7531,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000090,ENSIGN SAN DIMAS LLC,3-Aug-64,3-Feb-17,2-Feb-18,LIMITED LIABILITY COMPANY,34.1077,-117.843001,"(34.1077,-117.843001)",206190674,1033,E ARROW HWY,19,LOS ANGELES,37,,
950000003,SAN GABRIEL CONVALESCENT CENTER,SNF,SKILLED NURSING FACILITY,LTC,151,8035 HILL DR,ROSEMEAD,91770,4116,"DE LA LLANA, MANUEL",FAC24ADMIN2@LONGWOODMGMT.COM,(626) 280-0227,(626) 280-4820,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000091,"SAN GABRIEL CONVALESCENT CENTER, INC.",,2-Feb-17,1-Feb-18,PROFIT CORP,34.04576,-118.092741,"(34.04576,-118.092741)",206190677,8035,HILL DR,19,LOS ANGELES,37,,
950000026,SAN MARINO MANOR,SNF,SKILLED NURSING FACILITY,LTC,59,6812 N OAK AVE,SAN GABRIEL,91775,2030,"ELBERT, MICHAEL",KCABLAYAN@3GENCARE.COM,(626) 446-8109,(626) 446-5263,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000092,"3GENCARE, INC.",7-Dec-60,29-Jun-17,28-Jun-18,PROFIT CORP,34.122658,-118.068134,"(34.122658,-118.068134)",206190679,6812,N OAK AVE,19,LOS ANGELES,37,,
950000085,SANTA ANITA CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,391,5522 GRACEWOOD AVE.,TEMPLE CITY,91780,8409,"SCHACHTER, DAVID",BFRIEDMAN@GSHCI.COM,(626) 579-0680,(626) 579-0310,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000093,"SANTA ANITA CONV. HOSP. & RETIREMENT CTR., INC.",1-Jan-46,9-Jun-17,8-Jun-18,PROFIT CORP,34.10275,-118.045708,"(34.10275,-118.045708)",206190682,5522,GRACEWOOD AVE.,19,LOS ANGELES,37,,
940000097,SANTA FE CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,90,3294 SANTA FE AVE,LONG BEACH,90810,2408,"AMINI, REZA",JEFFS@SANTAFECH.COM,(562) 988-8770,(562) 424-0757,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000147,"SANTA FE CONVALESCENT HOSPITAL, INC.",14-Jan-64,30-Nov-16,29-Nov-17,PROFIT CORP,33.8166,-118.215131,"(33.8166,-118.215131)",206190683,3294,SANTA FE AVE,62,LONG BEACH,37,,
910000074,SANTA MONICA HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,59,1320 20TH ST,SANTA MONICA,90404,2034,"ABDEL-HAFIZ, TAREK",JRCOSICO@MARINERHEALTHCARE.COM,(310) 315-6432,(310) 829-4301,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000096,"SANTA MONICA OPERATING COMPANY, LP",21-Mar-62,2-Aug-17,1-Feb-18,PARTNERSHIP LP,34.02928,-118.481251,"(34.02928,-118.481251)",206190686,1320,20TH ST,19,LOS ANGELES,37,,
910000075,SANTA MONICA CONVALESCENT CENTER I,SNF,SKILLED NURSING FACILITY,LTC,41,2828 PICO BLVD,SANTA MONICA,90405,1920,"CRISPINO, ARTURO",MBATAC@SMCONVALESCENT.COM,(310) 450-8836,(310) 450-7694,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000097,"AB CRISPINO AND COMPANY, INC.",1-Mar-62,26-Mar-17,25-Mar-18,PROFIT CORP,34.02418,-118.459421,"(34.02418,-118.459421)",206190688,2828,PICO BLVD,19,LOS ANGELES,37,,
910000076,SANTA MONICA CONVALESCENT CENTER II,SNF,SKILLED NURSING FACILITY,LTC,44,2250 29TH ST,SANTA MONICA,90405,2008,"CRISPINO, ARTURO",,(310) 450-8836,(310) 450-7694,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000098,"AB CRISPINO AND COMPANY, INC.",22-Jan-65,31-May-17,30-May-18,PROFIT CORP,34.024127,-118.458899,"(34.024127,-118.458899)",206190689,2250,29TH ST,19,LOS ANGELES,37,,
910000073,BRENTWOOD HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,59,1321 FRANKLIN ST,SANTA MONICA,90404,2603,"MITCHELL, NATHAN T",A_TELLEZ213@YAHOO.COM,(310) 828-8026,(310) 828-5596,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000099,"COASTAL HEALTH CARE, INC.",2-Feb-65,17-Apr-17,16-Apr-18,PROFIT CORP,34.03883,-118.469261,"(34.03883,-118.469261)",206190690,1321,FRANKLIN ST,19,LOS ANGELES,37,,
910000077,SEACREST CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,80,1416 W 6TH ST,SAN PEDRO,90732,3503,"VALDOMAR, CELIA D",ADMIN@SCCONV.COM,(310) 832-9481,(310) 833-3526,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000100,"SEACREST CONVALESCENT HOSPITAL, INC.",18-Jun-62,1-Jun-17,31-May-18,PROFIT CORP,33.7394,-118.308111,"(33.7394,-118.308111)",206190693,1416,W 6TH ST,19,LOS ANGELES,37,,
940000100,HARBOR VIEW BEHAVIORAL HEALTH CENTER,SNF,SKILLED NURSING FACILITY,LTC,39,490 W 14TH ST,LONG BEACH,90813,2943,"MCLEARIE, WENDY",MARJORIE.PEREZ@SUNN.COM,(562) 591-0235,(562) 591-8701,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000148,SUNBRIDGE HARBOR VIEW REHABILITATION CENTER,15-Apr-71,1-Jan-17,31-Dec-17,PROFIT CORP,33.78344,-118.197651,"(33.78344,-118.197651)",206190694,490,W 14TH ST,62,LONG BEACH,37,,
970000039,HOLLYWOOD PREMIER HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,5401 FOUNTAIN AVE,LOS ANGELES,90029,1006,"CAYABYAB, JUHN",,(323) 465-3703,(323) 465-2106,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,970000020,"SERRANO POST ACUTE, LLC",14-Apr-69,22-Jun-17,21-Dec-17,LIMITED LIABILITY COMPANY,34.09528,-118.307291,"(34.09528,-118.307291)",206190697,5401,FOUNTAIN AVE,19,LOS ANGELES,37,,
920000030,SHADOW HILLS CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,67,10158 SUNLAND BLVD,SUNLAND,91040,1651,"CLARIZIO JR., ORLANDO",NONE@DHS.CA.GOV,(818) 951-3780,(818) 353-7800,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000063,"ARCADIA CONVALESCENT HOSPITAL, INC.",21-Sep-64,8-Nov-16,7-Nov-17,PROFIT CORP,34.25939,-118.338891,"(34.25939,-118.338891)",206190698,10158,SUNLAND BLVD,19,LOS ANGELES,37,,
910000330,SHARON CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,86,8167 W 3RD ST,LOS ANGELES,90048,4314,,,(323) 655-2031,(323) 655-2023,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000151,"SHARON CARE CENTER, LLC",11-May-67,15-Nov-16,14-Nov-17,LIMITED LIABILITY COMPANY,34.07257,-118.367601,"(34.07257,-118.367601)",206190699,8167,W 3RD ST,19,LOS ANGELES,37,,
950000052,CASA BONITA CONVALESCENT HOSPITAL,SNF,SKILLED NURSING FACILITY,LTC,106,535 E BONITA AVE,SAN DIMAS,91773,3124,"ESCONTRIAS, RICHARD",FAC29@SURFSIDE.NET,(909) 599-7178,(909) 599-1248,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,950000095,"CASA BONITA CONVALESCENT HOSPITAL, INC.",16-Apr-56,10-Nov-16,9-Nov-17,PROFIT CORP,34.10756,-117.797311,"(34.10756,-117.797311)",206190700,535,E BONITA AVE,19,LOS ANGELES,37,,
930000773,PROVIDENCE LITTLE COMPANY OF MARY TRANSITIONAL CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,115,4320 MARICOPA ST,TORRANCE,90503,4314,"KINGSTON, MARY E",,(310) 371-4875,,200,LOS ANGELES,93,LOS ANGELES EAST,N,930000089,PROVIDENCE HEALTH SYSTEM - SOUTHERN CALIFORNIA,21-Dec-59,1-Nov-16,31-Oct-17,NONPROFIT CORP,33.8391,-118.359721,"(33.8391,-118.359721)",206190702,4320,MARICOPA ST,19,LOS ANGELES,37,,
940000116,SHEA REHABILITATION HEALTHCARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,105,7716 PICKERING AVE,WHITTIER,90602,2001,"AYERS, RAMONA G",MLEE@LONGWOODMGMT.COM,(562) 698-5270,(562) 693-5240,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000149,"SHEA HEALTHCARE CENTER, INC.",16-Apr-59,1-Feb-17,31-Jan-18,PROFIT CORP,33.9714,-118.041461,"(33.9714,-118.041461)",206190703,7716,PICKERING AVE,19,LOS ANGELES,37,,
920000021,BROADWAY MANOR CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,78,605 W BROADWAY,GLENDALE,91204,1007,"TELLEZ, ALEXANDRA",DPIPER@LONGWOODMGMT.COM,(818) 246-7635,(818) 246-7174,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000064,"BROADWAY MANOR CARE CENTER, INC.",1-Feb-62,12-Nov-16,11-Nov-17,PROFIT CORP,34.14714,-118.266991,"(34.14714,-118.266991)",206190704,605,W BROADWAY,19,LOS ANGELES,37,,
920000089,COUNTRY VILLA SHERATON NURSING AND REHAB. CENTER,SNF,SKILLED NURSING FACILITY,LTC,138,9655 SEPULVEDA BLVD,NORTH HILLS,91343,3307,"CRUZ, JULIO",SIMEONR@COUNTRYVILLAHEALTH.COM,(818) 891-1208,(818) 892-8665,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000065,COUNTRY VILLA EAST L.P.,20-Mar-68,13-Dec-16,12-Dec-17,PARTNERSHIP,34.24602,-118.468171,"(34.24602,-118.468171)",206190706,9655,SEPULVEDA BLVD,19,LOS ANGELES,37,,
920000066,SHERMAN OAKS  HEALTH & REHABILITATION CENTER,SNF,SKILLED NURSING FACILITY,LTC,120,14401 HUSTON ST,SHERMAN OAKS,91423,1721,"HAAS, STEVEN",FAC98ADMIN@LONGWOODMGMT.COM,(818) 986-1804,(818) 986-7242,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000066,"ABILITY HOMECARE, INC.",30-Nov-70,1-Nov-16,31-Oct-17,PROFIT CORP,34.15991,-118.446681,"(34.15991,-118.446681)",206190709,14401,HUSTON ST,19,LOS ANGELES,37,,
920000055,GRAND VALLEY HEALTH CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,13524 SHERMAN WAY,VAN NUYS,91405,2830,"DELGADO, GLENNIE S.",KENTB@COUNTRYVILLAHEALTH.COM,(818) 786-0943,(818) 786-3470,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,920000067,"GRAND VALLEY HEALTH CARE CENTER, LLC",6-Mar-58,7-Aug-17,6-Aug-18,LIMITED LIABILITY COMPANY,34.20065,-118.427671,"(34.20065,-118.427671)",206190711,13524,SHERMAN WAY,19,LOS ANGELES,37,,
970000194,BRIGHTON CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,99,1836 N FAIR OAKS AVE,PASADENA,91103,1619,"DRAKE, BRETT",NONE@DHS.CA.GOV,(626) 794-2964,(626) 798-9125,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,970000092,"BRIGHTON CONVALESCENT, LLC",21-Jun-65,22-Aug-17,21-Aug-18,LIMITED LIABILITY COMPANY,34.17735,-118.150261,"(34.17735,-118.150261)",206190713,1836,N FAIR OAKS AVE,63,PASADENA,37,,
970000099,SOLHEIM LUTHERAN HOME,SNF,SKILLED NURSING FACILITY,LTC,76,2236 MERTON AVE,LOS ANGELES,90041,1915,"GRAUNKE, JAMES W",NHEALTON@SOLHEIMLH.ORG,(323) 255-3544,(323) 257-7518,200,LOS ANGELES,92,LOS ANGELES NORTH,Y,970000049,SOLHEIM LUTHERAN HOME,25-Jun-65,30-Nov-16,29-Nov-17,NONPROFIT CORP,34.137911,-118.215561,"(34.137911,-118.215561)",206190725,2236,MERTON AVE,19,LOS ANGELES,37,,
940000117,SOCAL POST-ACUTE CARE,SNF,SKILLED NURSING FACILITY,LTC,59,7931 SORENSEN AVE,WHITTIER,90606,2418,"TSUCHIYAMA, JOYE INGRID",NONEAVAIL@BLE.COM,(562) 945-6451,(562) 698-0451,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000150,"SCH WHITTIER, LLC",4-May-64,19-Nov-16,18-Nov-17,LIMITED LIABILITY COMPANY,33.97016,-118.060251,"(33.97016,-118.060251)",206190726,7931,SORENSEN AVE,19,LOS ANGELES,37,,
910000084,SUNNYSIDE NURSING CENTER,SNF,SKILLED NURSING FACILITY,LTC,299,22617 S VERMONT AVE,TORRANCE,90502,2550,"DAHL, SHANE",,(310) 212-3232,(310) 320-4130,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000106,"FH & HF-TORRANCE I, LLC",5-Apr-63,15-Nov-16,14-Nov-17,NONPROFIT CORP,33.820599,-118.290368,"(33.820599,-118.290368)",206190732,22617,S VERMONT AVE,19,LOS ANGELES,37,,
970000077,SOUTH PASADENA CARE CENTER,SNF,SKILLED NURSING FACILITY,LTC,156,904 MISSION ST,SOUTH PASADENA,91030,3144,"PADAMA, ANTHONY GLENN",SOUTHPAS2000@YAHOO.COM,(626) 460-6097,(626) 399-0358,200,LOS ANGELES,95,LOS ANGELES SAN GABRIEL,Y,970000038,"SOUTH PASADENA CARE CENTER, LLC",23-May-68,23-Nov-16,22-Nov-17,LIMITED LIABILITY COMPANY,34.11614,-118.158101,"(34.11614,-118.158101)",206190738,904,MISSION ST,19,LOS ANGELES,37,,
940000070,SOUTHLAND,SNF,SKILLED NURSING FACILITY,LTC,120,11701 STUDEBAKER RD,NORWALK,90650,7544,"ALBRECHTSEN, TYLER",COVEY.CHRISTENSEN@ENSIGNGROUP.NET,(562) 863-0336,(562) 868-9761,200,LOS ANGELES,94,LOS ANGELES EAST,Y,940000156,SOUTHLAND MANAGEMENT LLC,22-Jun-67,1-Nov-16,31-Oct-17,LIMITED LIABILITY COMPANY,33.92641,-118.100011,"(33.92641,-118.100011)",206190741,11701,STUDEBAKER RD,19,LOS ANGELES,37,,
910000081,WINDSOR GARDENS CONVALESCENT CENTER OF HAWTHORNE,SNF,SKILLED NURSING FACILITY,LTC,99,13922 CERISE AVE,HAWTHORNE,90250,8688,"HENDERSON, DONNA",ZRICHARDS@WINDSORCARES.COM,(310) 675-4389,(310) 675-3304,200,LOS ANGELES,91,LOS ANGELES WEST,Y,910000107,"SANDHURST CONVALESCENT GROUP, LTD.",22-Feb-71,1-Nov-17,31-Oct-18,PARTNERSHIP,33.9047,-118.332431,"(33.9047,-118.332431)",206190744,13922,CERISE AVE,19,LOS ANGELES,37,,
